timestamp,base_x,base_y,base_theta,lift_pos,arm_pos,wrist_yaw_pos
1737757494.0210423,4.691676088956338e-06,-6.88459012021525e-11,6.283155959074154,0.5897517549790239,0.14869106155610545,0.0006391586616190172
1737757494.0242565,2.2234464937279748e-05,-2.1863177934733358e-11,5.104018335985833e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.0325432,2.2234464937279748e-05,-2.1863177934733358e-11,5.104018335985833e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.0661747,2.2234464937279748e-05,-2.1863177934733358e-11,5.104018335985833e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.1001642,6.986517663070237e-06,-7.44183825673872e-10,4.370315700155745e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.1318746,1.0556271204162211e-05,-5.483178633358676e-10,6.603323722192966e-05,0.5895017518415635,0.14869106155610545,0.0006391586616190172
1737757494.1659005,1.0556271204162211e-05,-5.483178633358676e-10,9.474334036141609e-05,0.5894934099038571,0.14868267559183213,0.0006391586616190172
1737757494.1991737,2.1010549396713795e-05,4.805071895930269e-10,0.00010208036671971697,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.232494,2.1010549396713795e-05,4.805071895930269e-10,0.00010208036671971697,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.265193,1.9888626856402398e-05,4.02844067132202e-10,3.636613064395106e-05,0.5894834287207501,0.14868267559183213,0.0006391586616190172
1737757494.3001297,8.261429611602147e-06,-2.759192319068404e-10,8.038828879167287e-05,0.5894900585577045,0.14869106155610545,0.0006391586616190172
1737757494.3321385,1.290210921173862e-05,2.977967872297427e-11,5.135918450602238e-05,0.5894934099038571,0.1486874638335233,0.0006391586616190172
1737757494.367791,1.988862686013549e-05,3.362268796713863e-10,3.636613064395105e-05,0.5894900585577045,0.1486874638335233,0.0006391586616190172
1737757494.3987823,1.754278881950718e-05,1.9928340228014818e-10,8.038828879167287e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.432345,1.754278881950718e-05,1.9928340228014818e-10,8.038828879167287e-05,0.5894934099038571,0.1486850697126777,0.0006391586616190172
1737757494.4654787,1.1678193715060163e-05,-7.853226402509961e-11,1.4355051569742909e-05,0.58949676125001,0.14869106155610545,0.0006391586616190172
1737757494.500062,1.9888626864485772e-05,2.501694962298018e-10,6.57142360757656e-05,0.5894934099038571,0.1486874638335233,0.0006391586616190172
1737757494.5320928,1.2851112748881963e-05,-2.6392976693045966e-10,8.038828879167287e-05,0.5894867800669029,0.14869106155610545,0.0006391586616190172
1737757494.5680704,1.2902109227912178e-05,-2.5909005626698067e-10,0.00010941739307732336,0.5894750867830438,0.1486850697126777,0.0006391586616190172
1737757494.5991807,4.691676084171636e-06,-5.877918221597334e-10,6.283155959074154,0.5894867800669029,0.1486874638335233,0.0006391586616190172
1737757494.6323655,4.691676084171636e-06,-5.877918221597334e-10,6.283155959074154,0.5894867800669029,0.1486874638335233,0.0006391586616190172
1737757494.665779,1.8664711368877025e-05,2.2873938854139908e-11,0.00011675441943559406,0.5894900585577045,0.1486850697126777,0.0006391586616190172
1737757494.6997123,6.986517664134024e-06,-9.140533885343416e-10,4.370315700152727e-05,0.5894900585577045,0.14868028147098653,0.0006391586616190172
1737757494.7322264,1.2902109248791755e-05,-6.328785273623794e-10,5.1359184505992205e-05,0.5894867800669029,0.1486850697126777,0.0006391586616190172
1737757494.7662864,1.2902109248791755e-05,-6.328785273623794e-10,0.00010941739307729318,0.5894784381291965,0.1486874638335233,0.0006391586616190172
1737757494.7994142,1.2902109248791755e-05,-6.328785273623794e-10,0.00010941739307729318,0.5894834287207501,0.1486850697126777,0.0006391586616190172
1737757494.8328357,1.9888626876633343e-05,-2.1098428559795934e-11,6.571423607573543e-05,0.5894834287207501,0.1486850697126777,0.0006391586616190172
1737757494.8657515,1.7542788838098736e-05,-1.9246487736879203e-10,8.03882887916427e-05,0.5894900585577045,0.1486850697126777,0.0006391586616190172
1737757494.9000676,1.2851112763628355e-05,-5.696206893725861e-10,8.03882887916427e-05,0.5894867800669029,0.1486850697126777,0.0006391586616190172
1737757494.9325013,8.261429647351731e-06,-9.38577461980725e-10,8.03882887916427e-05,0.5894750867830438,0.14867669683103193,0.0006391586616190172
1737757494.9674304,1.0556271204087129e-05,-7.376277921800067e-10,9.474334036138592e-05,0.5894834287207501,0.1486850697126777,0.0006391586616190172
1737757494.9993408,1.0556271204087129e-05,-7.376277921800067e-10,9.474334036138592e-05,0.5894834287207501,0.14869106155610545,0.0006391586616190172
1737757495.0355318,1.2902109242458808e-05,-5.662613641876924e-10,5.135918450599222e-05,0.5894834287207501,0.14869106155610545,0.0006391586616190172
1737757495.0661755,1.5196950804060676e-05,-4.3192888155019205e-10,6.571423607573543e-05,0.5894834287207501,0.14869583671516906,0.0006391586616190172
1737757495.100168,1.5196950804060676e-05,-4.3192888155019205e-10,9.506234150754997e-05,0.5894784381291965,0.14868028147098653,0.0006391586616190172
